RWC5R2HJ7NKKSIRRIQGB3BDWHLIJTQQY | Krokodil | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Tierfigur aus Ton | Brasilien; Mato Grosso; Berlin
WMK5IYH3IHBCREKKQ6ZTFAQCFI7K727D | Referat der FDP-Bundestagsabgeordneten Helga Schuchardt über Bürgerinitiativen im Gasthaus "Krokodil" | Stadtarchiv Karlsruhe | Bild | 
UGFG45MNXC7VOUL4TBTMQQ5LZZQLSMVM | Deutsch-Ostafrika: Deutsche Forscher bei Untersuchungen auf den Ssese-Inseln, 1906 : Deutsch-Ostafrika (heute: Tansania). Die Forscher Robert Koch und Friedrich Karl Kleine untersuchen auf den Ssese-Inseln ein Krokodil, 1906 | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | Uganda
NTBNWCF3OLF73QYFIPTY5Z62LOTP6HL5 | Verhandlungen über den Erwerb des Grundstücks Hauptstraße 139 von der Schill Restaurations- und Lebensmittel-AG [Betriebe: Hackepeter, Zum Krokodil] | Landesarchiv Berlin | Archivale | Hauptstraße 139
7MMZUNARLGB7AX3HTNYTK7NOHSSQ44WL | Ueber den Crocodilus priscus oder über ein in Baiern versteint gefundenes schmalkieferiges Krokodil, Gavial der Vorwelt. | Archiv der Universitätsbibliothek Johann Christian Senckenberg; Universitätsbibliothek Johann Christian Senckenberg; Johann Wolfgang Goethe-Universität Frankfurt am Main | Archivale | München [vermutlich]
YWMWI7LUR72VENISV32WRGB6IU5PI5SN | Granateinschlag in den Dünen b. Krokodil bei Middelkerke. (wahrscheinlich 24 cm, Höhe der Rauchwolke 43 m) | Bayerisches Hauptstaatsarchiv | Bilder | 
AILGMDQ2YIITG3SZ7A7J4CDWZ5WZNTXP | Das freie Krokodil : die größten Reptilien der Erde zeigen das Wesen der Natur und eröffnen einen Einblick in den Hintergrund der Welt | Deutsche Nationalbibliothek |  | Frankfurt; Frankfurt am Main
5HP5JXZRWKLJTWNTQ2QQAP2MZZS62E5I | Das Krokodil Gena (DT) (Land: UdSSR, Regie: M. Kamenezki/I. Ufimzew) | Bundesarchiv | Archivale | 
7MJR6UJ3NKPWRTFTNKFUB2PSGW3BMAIQ | Wie das Krokodil zum Fliegen kam : 120 Geschichten, die das Leben verändern | Deutsche Nationalbibliothek | Beispielsammlung | München; Frankfurt am Main
7R67YPOAFDRF4LJDYS2QK5UE63LXWEAF | Entwicklungs- und Verbesserungsarbeiten an den Bugrampen der Landungsschiffe SALAMANDER und KROKODIL.- Erprobungsbericht | Bundesarchiv | Akte | 
BILQPFC2VWJHN3GNNCI5PJXEUYBYRIQE | Unterrichtshilfen Russisch: "Katja und das Krokodil". - Originalmanuskript in russischer Sprache und Gutachten | Bundesarchiv | Akte | 
C2TOBLPYHJ2CD477EWOWALJO2WDEC5F4 | Das Krokodil vom blauen Nil und andere Gedichte : Neues vom heiteren Pegasus | Deutsche Nationalbibliothek |  | Berlin; Frankfurt am Main
E6NKIA5YLKRORXWIPSLH3PWZXXQSV7BO | Wie das Krokodil zum Fliegen kam : 120 Geschichten, die das Leben verändern | Deutsche Nationalbibliothek | Beispielsammlung | Basel; München; Frankfurt am Main
EJZQDP56BHBB7ZHP6FXXOZHCEGYTLYZW | Low carb Exotisch, Teil 1.. Bison, Elch, Emu, Gams, Kamel, Känguru, Krokodil | Deutsche Nationalbibliothek |  | Rosengarten; Frankfurt am Main
GIKVX4SDKXCHQ43PKUQURQMVS74GVFCP | Wie das Krokodil zum Fliegen kam : 120 Geschichten, die das Leben verändern | Deutsche Nationalbibliothek | Beispielsammlung | Basel; München; Frankfurt am Main
LRVOQJ25O7CIDUCIMI4YMLAKU7ZD7LV5 | Das Krokodil im Katzensteinwald : Gedichte, Balladen und Bilder erzählen von verwunschenen Tieren | Deutsche Nationalbibliothek | Kinderbuch | Hamburg; Frankfurt am Main
UGIFQGO5I7MEAPGKPMHENYDZ56VTH3EQ | Therese : das Mädchen, das mit Krokodilen spielte : ein deutsch-afrikanisches Leben : Roman | Deutsche Nationalbibliothek | Jugendbuch; Jugendbücher ab 12 Jahre | Afrika; München; Frankfurt am Main
UWLG4PLUGGDWYBIONYWU334FWFCC53DU | Karlsruhe Hebeliste der Allgemeinen Ortskrankenkasse Karlsruhe - Zum Krokodil, Inhaber Dix, Heinrich, Restaurant | Landesarchiv Baden-Württemberg | Archivale | 
VNSSCO6AP6KETGE4TXDJLADOS7HNWOL5 | António Lobo Antunes liest aus seinem neuen Roman "Anweisungen an die Krokodile" | Akademie der Künste, Archiv | Archivale | 
W3OGCRT7XPN2GRNT4BZAZBLO6I5OEK5U | Krokodil von Kronprinz Gustav V. von Schweden in Wadi Halfa in Ägypten | Landesarchiv Baden-Württemberg | Bilder | 
YM6DT5647BT6ZJU4SKB6P6B3BPYJGZKB | Überraschung (Zimmer mit Palme, Krokodil, Löwenfell) - Karikatur aus Frischer Wind 99/1950 | Stiftung Deutsches Historisches Museum | Karikatur | Bebersee (Schorfheide); Berlin
5HJQKNAOQT33B2BCDO3T7KCYUTE4WVXD | Rabelais, Les Songes Drolatiques de Pantagruel, XXXVIII [Karikatur eines Mannes mit dem Kopf eines Krokodils und Armbrust] | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
ATSYSMJ6DXKDAGLU3IRM2KLITNJUD7K2 | Alte und neue Bocklieder, welche während der Bock- und Salvatorsaison in der Restauration "Zum Krokodil" gesungen werden | Bayerische Staatsbibliothek | Text | Nürnberg; München
D6J5636V6RXJJBMZ7O6XAM4HSEOMH4JI | Ein künstliches Krokodil reißt, elektronisch gesteuert, sein Maul auf im Disney-Village, einem Vergnügungspark beim Disneyland Park | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | Paris
MBAUDE3NJWHQ6FQMGTLZOK5HKM3YTQAQ | XXVIII. Kalong der Dyak. Neue Gefahren. Fluchtversuch. Wir erreichen den Fluss Unsere Reise. Wie man Krokodile fängt. | Universitätsbibliothek Bielefeld | Kapitel | 
DN3CSJGTOZCJKFFUCUGYMZM7Z4FLWYKG | Theodor : Venedig im Schneegestöber, auf der Säule am Markusplatz der Heilige Theodor mit Speer über dem Krokodil, Venedigs erster Stadtpatron. Aufgenommen im Februar 2005. Foto: Uwe Gerig | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | Italien; Venedig; Venetien
3APYYYX6NGOSJYLHWCNSMYVCQYTJA7Z3 | Mit der Waffe der Satire, Politische Karikaturen der sowjetischen satirischen Zeitschrift "Krokodil", Ausstellung | Bundesarchiv |  | 
7RN3NESGMW24OJY6SWV4FSZQHFVA3YUI | Die Baureihe E 94 : schwere Güterzugellok in Deutschland und Österreich ; [das "deutsche Krokodil"] | Deutsche Nationalbibliothek |  | Freiburg [Breisgau]; Frankfurt am Main
CJIGR44D5WSDIINR6263UAWMTMGI5ETZ | Ruthenberg, Eckehart 1943 - 2011 Sonderschulheim im Wohngebiet Großer Dreesch in Schwerin, Holzplastik "Krokodil". | Akademie der Künste, Archiv | Bild | 
CRLWHO7IEBJMOLJAQKA2RUNN33IURGIB | Von fernen Ufern, H. 4.. Im Kampf mit dem Krokodil / Elisabeth Braun-Dipp | Deutsche Nationalbibliothek |  | Stuttgart; Frankfurt am Main
D2VIMVU3EBXOTVN7HTEW6BCFCERKU7AN | Ijoma Mangold: Das deutsche Krokodil. Kultur- und Bildungszentrum Bad Oldesloe, 16. November 2017 | Kreisarchiv Stormarn | Archivale | 
FQJVVFHI47CNIUQJ4ER5VLS6HJFJZMYB | Tiere der Seen und Sümpfe : Pelikane, Krokodile, Kampfläufer, Flamingos, Molche, Bisamratten, Kraniche, Libellen | Deutsche Nationalbibliothek | Bild | Stuttgart; Frankfurt am Main
GMUH7ZNIR2XXIE75MV3YFCWQFJSC752T | Medizin - echt eklig und schauderhaft schrecklich : warum Pickel mit Krokodil-Kacke behandelt wurden | Deutsche Nationalbibliothek | Jugendsachbuch; Sachbücher und Sachbilderbücher für Kinder und Jugendliche: Mensch | München; Frankfurt am Main
GSO7KCHW6NTHWIMOXGYRE5QMV5QZKYJF | Ablösung lockerer Gesteinsbrocken von den steinernen Fensterrahmen der Gaststätte "Krokodil" durch die Feuerwehr | Stadtarchiv Karlsruhe | Bild | 
HOVEJOMARN4UUL4MOCQJH5WIWOOIQMNK | Reptilien in der Homöopathie : Überleben - das Tierreich ; Schildkröten, Schlangen, Krokodile und weitere Kriechtiere | Deutsche Nationalbibliothek |  | Kandern; Frankfurt am Main
IF5YWFZS5K7MZC6BN3QWADVEKKBY7VJP | Eine Reise, ein Buch : wie man einem Krokodil entkommt (und eine Französin küsst) | Deutsche Nationalbibliothek | Bildband | Hamburg; Frankfurt am Main
IUIC5JK2X4PHTKVOSDUIJNRXN5NQ7FXA | Das gestreifte Krokodil Emil : Geschichten von Dingen, d. es fast gar nicht gibt | Deutsche Nationalbibliothek |  | Würzburg; Frankfurt am Main
RRFVRYZ4ZWI6T3Y76AQ743OB4M5QJ6JA | Das gestreifte Krokodil Emil : Geschichte von Dingen, die es fast gar nicht gibt | Deutsche Nationalbibliothek |  | Recklinghausen; Frankfurt am Main
VHD5FGL2KNBH7UCLA527L4S3FVZJUR46 | Erich Schmidt, Gaststätte Krokodil, Baden-Baden wegen Requisition 1945-1952 in Baden-Baden | Landesarchiv Baden-Württemberg | Archivale | 
XSELB4TL2LOBCYMYOHGQ5A4HES2BQTJT | Lesung - António Lobo Antunes liest aus seinem neuen Roman "Anweisungen an die Krokodile" | Akademie der Künste, Archiv | Bild | 
Z7IIFSKKVDHSCMOU47LO7D6P3T3SPS4G | Die Hafenkrokodile, Fall 1.. Ein Krokodil zu viel / mit Bildern von Annette Fienieg | Deutsche Nationalbibliothek |  | München; Frankfurt am Main
ZVC2IDWJ3SQ42Z4GBG3LIV47ZFG2CU6S | Wie das Krokodil aufs T-Shirt kam : Glücksfälle und Volltrefferstrategien aus dem Business | Deutsche Nationalbibliothek |  | Berlin; Frankfurt am Main
KWTBAQ3UI5EGVXUTOBAEQPY4YIXD4D2P | [Taf.] V. Amphibien. 1., 2.u.3. Schlangen. 4. Da Krokodil. 5. Das Chamäleon. 6. Die Schildkröte. 7. Der Frosch. | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
O52EEHXBUOUAS6KI5SZ6RPVFMBAKOCQK | Nominierung der Landtagskandidaten der FDP für die Landtagswahl Baden-Württemberg am 4. April 1976 in der Gaststätte "Krokodil" | Stadtarchiv Karlsruhe | Bild | 
XVXUI4XSWQUC4J6BQYEVBPLEJSTMLUWX | Verleihung des Gau-Ehrenpreises an die deutschen Weltmeister im Motorsport Helmut Fath und Alfred Wohlgemuth im Gasthaus "Krokodil". | Stadtarchiv Karlsruhe | Bild | 
36FJYQ3LZABEEKK7RNQIZROESS63XRBR | Der Mond bei Wal-Licht : und andere Abenteuer unter Fledermäusen, Krokodilen, Walen und Pinguinen | Deutsche Nationalbibliothek | Anthologie | Berlin; Weimar; Frankfurt am Main
BNOL5NFC6AQWCT6QRZOLN6HZD6XNKMAK | Russisch für Besserwisser, Bd. 2.. Krimis, Kalender und ein Krokodil : eine Lesereise durch Russland | Deutsche Nationalbibliothek |  | Stuttgart; Frankfurt am Main
DDRP3ZUJ5DJG2JGYILSMYJIAP246GRSU | Die Hölle der Krokodile : [Aus d. Franz.] Erlebnisse u. Erfahrungen von Jagden im Kongo | Deutsche Nationalbibliothek |  | Zürich; Frankfurt am Main
FI5AKIZZUF2LVSNFNVZ745SZSRJJJDK7 | Tischglocke Huhn, Tischglocke Schildkröte und Tischglocke Krokodil, 1930-1935, 1930-1933 und 1930-1935 | Landesarchiv Baden-Württemberg | Bilder | 
PJYYIVLPDNEVOB5RXT7Y6H4YMOQAG32Y | Tischglocke Huhn, Tischglocke Schildkröte und Tischglocke Krokodil, 1930-1935, 1930-1933 und 1930-1935 | Landesarchiv Baden-Württemberg | Bilder | 
WYQCEYT2HPVIAQ2M53ZNQQKFAQUE4FWP | Krokodil, Schlange und Kuhantilope. Ein frühptolemäischer Holzsarg aus dem Grab des Anchhor (TT 414) | Deutsche Nationalbibliothek |  | Heidelberg; Frankfurt am Main
ZDTTFYDHEX4EK3RNWVMEDMWACW52KYVM | Das verrückte Klassenzimmer, [...]. Ein Krokodil im Federmäppchen / ill. von Karin Schliehe und Bernhard Mark | Deutsche Nationalbibliothek |  | Bindlach; Frankfurt am Main
RQXYLFM2PZZ4KDXK2DCLHZ35BPKMAV4K | Plakat des Deutschen Historischen Museums (DHM) zu seiner Ausstellung "Wilhelm und Alexander von Humboldt" vom 21. November 2019 bis zum 19. April 2020 im Pei-Bau (Motiv: Chimborazo / Krokodil) | Stiftung Deutsches Historisches Museum | Ausstellungsplakat | Berlin
ZRYQHPR7IEWBV2HJXIVCCJFCOWY7KFEF | Plakat des Deutschen Historischen Museums (DHM) zu seiner Ausstellung "Wilhelm und Alexander von Humboldt" vom 21. November 2019 bis zum 19. April 2020 im Pei-Bau (Motiv: Chimborazo / Krokodil) | Stiftung Deutsches Historisches Museum | Ausstellungsplakat | Berlin
55QKMNU2USD5MUZNYV3OQORYISDWFZQS | Zum Abschied ein Krokodil : mein Leben für das Berliner Aquarium ; Erinnerungen ; meiner Mutter zum Dank | Deutsche Nationalbibliothek | Autobiografie; Autobiographie; Erlebnisbericht | Bad Münstereifel; Frankfurt am Main
BFT6D4ZT4KBRGV3CW7OMOEIE744R5YIK | Unsichtbare Tage oder Die Legende von den weißen Krokodilen (DT) (Land: Deutschland, Regie: Eva Hiller) | Bundesarchiv | Archivale | 
FW2ZJBZ4KNU7DEVC67L72YBTA3KTSXYX | A. Riebeck'sche Montanwerke AG Halle.- Bohrversuche Crossen: Mutungen Karpfen, Krabbe, Krebs, Krokodil, Lachs, Makrele | Bundesarchiv | Akte | 
MUHZYB6S442XEVDAA7XU7X26ZDRTGRIU | Die Krokodile, insbesondere Asiatosuchus und aff. Sebecus?, aus dem Eozän von Messel bei Darmstadt/Hessen | Deutsche Nationalbibliothek |  | Wiesbaden; Frankfurt am Main
NDDK4JIJZLXJ4WTSAUJDE6LXWQXZUFZN | Crocodile Dundee - Ein Krokodil zum Küssen (DT); Crocodile Dundee (OT) (Land: Australien, Regie: Peter Faiman) | Bundesarchiv | Archivale | 
VE4KKJQUZXXQH3N6PT3PGH4KQMOC64P5 | Amulett für gigantische Kraft | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Amulett für gigantische Kraft | Togo; Berlin
4YZTORSYQGDNLDLFNMMWPN7DFHMK2B7F | WHW-Abzeichen, Kasperleköpfe: Krokodil, 5. Reichsstraßensammlung vom Februar 1943, durchgeführt vom Reichsbund Deutscher Beamten und dem Reichsstand Handel und Handwerk | Stiftung Deutsches Historisches Museum | Abzeichen | Berlin
OSBABMAPGJCLWI3ICJPJUHXWFNBJT4XH | Ein Krokodil im Lager : 77,99 km von Boliche Secco entfernt, auf der Straße nach Campo Grande, Höhe: 630 m | Leibniz-Institut für Länderkunde e. V. | Fotografie | Leipzig
RU7TNRCFTXXOXVAFZHVXTE2CRAEIMQTT | Ein Krokodil im Lager : 77,99 km von Boliche Secco entfernt, auf der Straße nach Campo Grande, Höhe: 630 m | Leibniz-Institut für Länderkunde e. V. | Fotografie | Leipzig
QWWGQTGB4FBKG5XMVWKY2BSKKPNQ5AQR | F. v. Huene (1925): Die Bedeutung der Sphenosuchus-Gruppe für den Ursprung der Krokodile,in: Zeitschrift für indikative Abstammungs- und Vererbungslehre, Bd. 38, 1 | Eberhard Karls Universität Tübingen, UB - Universitätsarchiv; Eberhard Karls Universität Tübingen | Akte | 
4HMHE2L4W3II73ZF2L5F3VNZDISX7DDY | Das fliegende Krokodil : ein Mitmachbuch zur Wunderkammer der Franckeschen Stiftungen zum Entdecken, Malen, Rätseln und Erforschen | Deutsche Nationalbibliothek | Kinderbuch; Spielen, Lernen | Halle; Frankfurt am Main
E7LSZZLAEGCYPZ2CCNM6GR7BUZKCOK5F | Söhne des Krokodils : Männerhausrituale und Initiation in Yensan, Zentral-Iatmul, East Sepik Province, Papua New Guinea | Deutsche Nationalbibliothek |  | Yensan; Basel; Frankfurt am Main
JTQQSK63BINPE5XX5WCL2GKN5ZFH7BBF | Krokodile am Ararat : eine Reise nach Armenien : Florian Buddeberg, Anna Maria Eichlinger, Erol Gurian, Rose Stach | Deutsche Nationalbibliothek | Ausstellungskatalog; Bildband | Ararat; Armenien; München; Frankfurt am Main
TJZOYHGCCKIJGKYILRQUULGOIT7XYGWM | Plastiken "Kasper" und "Krokodil" für die Freifläche der POS in Wehrsdorf, Kreis Bautzen von Werner Rauschhardt | Sächsisches Staatsarchiv | Akte | 
UXCKCAHZAMWHZ55KLIOSM4M3PSIWDI34 | Die Krokodile aus dem Eozän von Messel bei Darmstadt/Hessen : <Ein Beitr. zur Revision tertiärer Krokodilarten> | Deutsche Nationalbibliothek | Hochschulschrift | Freiburg i. B.; Frankfurt am Main
XD3IVE7S3E5UJLGWM3XWGU4AOXETFIF2 | Hausbalken | Übersee-Museum Bremen |  | Bremen
Z32SVX5LHGMMFEFL57UORJETLH2N7VJY | Dolch | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Dolch | Nigeria; am mittleren Schari; Berlin
6QLBDW4DDDAWY6HKVNSBKECUDARVY36F | Der Führer : das badische Kampfblatt für nationalsozialistische Politik und deutsche Kultur ; Hauptorgan der NSDAP., Gau Baden ; Amtsverkündiger der Staats- und Justizbehörden für die Amtsbezirke: Karlsruhe, Bretten, Bruchsal, Ettlingen, Rastatt-Baden-Baden, Bühl, Kehl, Oberkirch, Offenburg, Lahr, Wolfach ; Ausg. A, Landesausg., Krokodil am Ludwigsplatz | Badische Landesbibliothek | Beilage | 
2ZSHBLBDXUFRXJOGZNBT6S3EQTOFYFAC | Im J. 1812 wurde zu Daiting...in Baiern...das versteinerte Gerippe eines schmalkieferigen Krokodils des Gavials der Vorwelt gefunden... - Schwedens Flaechenraum u. Volksmenge 1817 | Eberhard Karls Universität Tübingen. Universitätsbibliothek; Eberhard Karls Universität Tübingen | Kapitel | 
BPDN4QEC5NR7NJVSWPZDCOD7YB2YTVBL | Freche Freunde : für alle Menschen, die Tiere lieben ; [Panda, Krokodil und Co. schnell gehäkelt ; 100 % Häkel-Spass] | Deutsche Nationalbibliothek |  | Stuttgart; Frankfurt am Main
BVAFV3VPSYM3W5L5RUOVQLCDTGXDIQDX | Krokodile küsst man nicht : das bunte Buch von grossen und kleinen Tieren - für kleine und grosse Menschen | Deutsche Nationalbibliothek |  | Hamburg; Frankfurt am Main
GIKEC65A72VUD24AF7MWT4FLCSVNXWZZ | Der Prinz, der vergessene Russe und die Krokodile : eine fast vergessene Kindheit in der fast vergessenen DDR | Deutsche Nationalbibliothek | Erzählende Literatur; Fiktionale Darstellung | Jüchen; Frankfurt am Main
YDZIZTLM6IN3PZQB5POSHRMTNBGG6ZO7 | An Herder, Buchhandlung Berlin: Bitte um Übersendung eines Buchs von Hans Lilje und des Bandes "Das Krokodil" | Geheimes Staatsarchiv Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Archivale | 
VQ5KX5SNYUVYLHRMZAJTEXWWHAOLACON | Tabakpfeifenkopf | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Tabakpfeifenkopf | Grasland; Kamerun; Berlin
2UHYOUZWYJBNV5HT6ZSHTLRSE4WYLFSM | Die Schwiegermutter und das Krokodil : 111 bunte Bilderbogen für alle Land- u. Stadtbewohner soweit d. Himmel blau ist | Deutsche Nationalbibliothek | Bildband | Berlin; Frankfurt am Main
3AIED6Y7GA5Q5YQ7NBRYDXCEUZ6N2YN5 | Proft, Hilmar geb. 1931 Bernard B. Dadie: Das Krokodil und der Königsfischer Berlin: Verlag Volk und Welt, 1975 | Akademie der Künste, Archiv | Bild | 
7ZT5UMDRVLWSV5VVMXH6ZN7KSMGZ5PMW | Die Schwiegermutter und das Krokodil : 111 bunte Bilderbogen f. alle Land- u. Stadtbewohner soweit d. Himmel blau ist | Deutsche Nationalbibliothek |  | Berlin; Frankfurt am Main
CIXNWNYKQJX3TRWDKAQM3STY46JUHIHJ | Neues Krokodil in der Wilhelma Landespressekonferenz: Hans Filbinger,[unleserlich] Leibrich, Rudolf Schieler, Josef Schüttler Großbrand Südzucker AG, Münster | Landesarchiv Baden-Württemberg | Archivale | Münster : Stuttgart S; Stuttgart S; Wilhelma
EEZMW3ASNDY2JGHBRBPIAK45FGFCW4JL | The Dark Knight, [...]. Batman und die Krokodil-Zombies / geschrieben von Laurie S. Sutton. Mit Bildern von Luciano Vecchio ... | Deutsche Nationalbibliothek |  | Frankfurt, M.; Frankfurt am Main
F3VX2MYQNCDOUIR6CNGZS2PCEHW74DEN | Die Schwiegermutter und das Krokodil : 111 bunte Bilderbogen f. alle Land- u. Stadtbewohner soweit d. Himmel blau ist | Deutsche Nationalbibliothek |  | Berlin; Frankfurt am Main
HUZI7YU6YUMH4XBJR7LUZEN6NHCOSDKZ | Borschtsch und wilde Brombeeren : Kleine u. grosse Leute in Russland. [Mit 29 Karikaturen aus der satirischen Sowjetzeitschrift "Krokodil"] | Deutsche Nationalbibliothek |  | Frankfurt a.M.; Frankfurt am Main
IHEA75RI3YJQ35FEYED34R5CZ5OQQERE | Die Terrarientiere, Bd. 2.. Pflanzen im Terrarium, Zucht und Aufzucht, Freilandaufenthalt und Überwinterung, Terrarientiere II, Krokodile, Echsen, Schlangen | Deutsche Nationalbibliothek |  | Stuttgart; Frankfurt am Main
O2MSNX2QKD4XQ5J6PUZAONVACAWYMHEU | Die Schwiegermutter und das Krokodil : 111 bunte Bilderbogen für alle Land- u. Stadtbewohner soweit d. Himmel blau ist | Deutsche Nationalbibliothek | Bildband | Berlin; Frankfurt am Main
TECBOKS7IQSEVY3MZIAFDKIMMHDWO37Y | Die Schwiegermutter und das Krokodil : 111 bunte Bilderbogen f. alle Land- u. Stadtbewohner soweit d. Himmel blau ist | Deutsche Nationalbibliothek |  | München; Frankfurt am Main
YOOOEHQORRTIFY5LCLOVBBFYQIHF427U | "Mit scharfen Zähnen. Satire und Humor der Künstler des Krokodil" - Ausstellung im Haus der Deutsch-sowjetischen Freundschaft 1973 | Akademie der Künste, Archiv | Archivale | 
3XZIUJUVYETBSQHGRN75T5MOH7XI6G47 | Katalog der Reptilien-Sammlung im Museum der Senckenbergischen Naturforschenden Gesellschaft in Frankfurt am Main, 1. Rhynchocephalen, Schildkröten, Krokodile, Eidechsen, Chamäleons : abgeschlossen Mitte August 1893 | Bayerische Staatsbibliothek | Text | Frankfurt a.M.; München
DX425Z5KHHLCCHH54C4WX4MIT47L76MD | Heitere Abende : Ein Lustspiel und drei Schwänke für gesellige Vereine, Jugend- und Familienkreise. Inhalt: Das Krokodil.-Die Warenbach.-Ein Stockwerk zu hoch.-Die Räuberherberge | Bayerische Staatsbibliothek | Text | Straubing; München
JYLYRTD7FL6QCPKDHEOUD6PPGP44K6U2 | Katalog der Reptilien-Sammlung im Museum der Senckenbergischen Naturforschenden Gesellschaft in Frankfurt am Main, 1. Rhynchocephalen, Schildkröten, Krokodile, Eidechsen, Chamäleons : abgeschlossen Mitte August 1893 | Bayerische Staatsbibliothek | Text | Frankfurt a.M.; München
VHBZPZYR5AIHOR2BMOSIC5NWIIVKWSI5 | The american river ganges : katholische Bischöfe werden als Krokodile dargestellt. Sie kriechen aus einem Fluss an das Ufer und bedrohen dort Kinder (zu S.385) | dilibri Rheinland-Pfalz; Landesbibliothekszentrum Rheinland-Pfalz | Abschnitt (Publikation); Buch | [New York]
3GDQEWQVK5GTLN5Q7SYSUDME4Q7OEE72 | Schlangenkopf (Head of a snake) | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Reliefplatte (Fragment) (Relief plaque) | Benin; Nigeria; Berlin
L4PLF4CC75N4OICPZISZ2S2GMZ4DMMF5 | Peng! : auf der Suche nach dem geheimen Wort ; ein märchenhafter Roman für Menschen - und Krokodile - ab dem 12ten Lebensjahr | Deutsche Nationalbibliothek |  | Aachen; Norderstedt; Frankfurt am Main
SFLLC4TSALB7JHCCS6IMRAS3X73OMLDM | Landungsboot LSM, EIDECHSE-Klasse: Generalplan (M: 1:25, 1959), Anordnung der Bugrampe mit Betrieb ("Krokodil", M: 1:50, 1969) | Bundesarchiv | Akte | 
BDBP4QHKKYUGS2OZYZ6L5YKW5NA2K4XW | Alexander-Roman. Wie Alexander gegen ein Tier kämpft, das einem Hippopotamus gleicht, außer dass es eine Brust wie ein Krokodil und lange spitze Zähne hat | Kupferstichkabinett; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Miniatur / Seite | Flandern; Berlin
RQQKCBKTXXOWSPH3LJFQFFHYPGD5L4OC | Figur | Museen Freiburg | Figur | Melanesien; Ozeanien; Papua-Neuguinea; Sepik; Yuat; Freiburg
BUYLF3SQHWF3VQHXB7TKVZKBUMDMDA4K | 1934 findet man in Singapore bei britischen Befestigungsarbeiten in 20 m Tiefe gebrannte Tierfiguren (Krokodile, Affen usw.) von besonderer Größe | Stiftung Deutsches Technikmuseum Berlin. Historisches Archiv; Stiftung Deutsches Technikmuseum Berlin | Archivale | 
