date,country,language,database_or_search_engine,query,institution_checked,result,notes,x_agent
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",Crocodylus AND mummified,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",crocodile AND mummified,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)","""Mummied Crocodile""",Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",crocodile AND unit_code:NMNHANTHRO,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",reptile AND mummy AND unit_code:NMNHANTHRO,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",Sobek,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",crocodile AND Egypt,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",Crocodylus niloticus,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",crocodile AND unit_code:NMAfA,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",crocodile AND unit_code:FSG,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),crocodile (all departments),Metropolitan Museum of Art,"653 hits, every object record fetched; crocodile-mummy items: 12.182.33 Mask for a crocodile mummy (E); 90.6.115 Sacred animal mummy of crocodile","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),crocodile mummy,Metropolitan Museum of Art,"7 hits, every object record fetched; crocodile-mummy items: 12.182.33 Mask for a crocodile mummy (E); 90.6.115 Sacred animal mummy of crocodile","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),mummified crocodile,Metropolitan Museum of Art,"3 hits, every object record fetched; crocodile-mummy items: 12.182.33 Mask for a crocodile mummy (E); 90.6.115 Sacred animal mummy of crocodile","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),Sobek,Metropolitan Museum of Art,"24 hits, every object record fetched; crocodile-mummy items: 12.182.33 Mask for a crocodile mummy (E)","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),Crocodylus,Metropolitan Museum of Art,"1 hits, every object record fetched; crocodile-mummy items: none","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),Souchos,Metropolitan Museum of Art,"0 hits, every object record fetched; crocodile-mummy items: none","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),departmentId=10 crocodile,Metropolitan Museum of Art,"128 hits, every object record fetched; crocodile-mummy items: 12.182.33 Mask for a crocodile mummy (E); 90.6.115 Sacred animal mummy of crocodile","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),departmentId=10 Sobek,Metropolitan Museum of Art,"24 hits, every object record fetched; crocodile-mummy items: 12.182.33 Mask for a crocodile mummy (E)","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),departmentId=10 animal mummy,Metropolitan Museum of Art,"76 hits, every object record fetched; crocodile-mummy items: 90.6.115 Sacred animal mummy of crocodile; 12.182.33 Mask for a crocodile mummy (E)","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),departmentId=10 crocodile mummy,Metropolitan Museum of Art,"6 hits, every object record fetched; crocodile-mummy items: 12.182.33 Mask for a crocodile mummy (E); 90.6.115 Sacred animal mummy of crocodile","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),departmentId=10 Fayum crocodile,Metropolitan Museum of Art,"3 hits, every object record fetched; crocodile-mummy items: 12.182.33 Mask for a crocodile mummy (E)","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,US,en,Met Collection API (collectionapi.metmuseum.org/public/collection/v1/search + /objects/{id}),departmentId=10 Kom Ombo,Metropolitan Museum of Art,"0 hits, every object record fetched; crocodile-mummy items: none","732 unique object records fetched across all queries; raw/met_objects_compact.json, raw/met_query_stats.json",portals_world
2026-09-24,NZ,en,"DigitalNZ API (api.digitalnz.org/records.json, text search)",crocodile mummy,"all DigitalNZ content partners (Auckland Museum, Te Papa, Canterbury Museum, Teece Museum, Puke Ariki, etc.)","138 hits (135 Papers Past newspaper articles); non-newspaper records 3; crocodile mummies: Auckland Museum 'mummy, crocodile' 13061 (ethnology), DNZ 39611220",raw/digitalnz_results.json; newspaper hits are 19th-c. reports on Maabdeh crocodile pits etc. (not collection records),portals_world
2026-09-24,NZ,en,"DigitalNZ API (api.digitalnz.org/records.json, text search)",mummified crocodile,"all DigitalNZ content partners (Auckland Museum, Te Papa, Canterbury Museum, Teece Museum, Puke Ariki, etc.)",21 hits (18 Papers Past newspaper articles); non-newspaper records 3; crocodile mummies: none,raw/digitalnz_results.json; newspaper hits are 19th-c. reports on Maabdeh crocodile pits etc. (not collection records),portals_world
2026-09-24,NZ,en,"DigitalNZ API (api.digitalnz.org/records.json, text search)",mummy crocodile,"all DigitalNZ content partners (Auckland Museum, Te Papa, Canterbury Museum, Teece Museum, Puke Ariki, etc.)","138 hits (135 Papers Past newspaper articles); non-newspaper records 3; crocodile mummies: Auckland Museum 'mummy, crocodile' 13061 (ethnology), DNZ 39611220",raw/digitalnz_results.json; newspaper hits are 19th-c. reports on Maabdeh crocodile pits etc. (not collection records),portals_world
2026-09-24,NZ,en,"DigitalNZ API (api.digitalnz.org/records.json, text search)",crocodile egypt,"all DigitalNZ content partners (Auckland Museum, Te Papa, Canterbury Museum, Teece Museum, Puke Ariki, etc.)","739 hits (711 Papers Past newspaper articles); non-newspaper records 28; crocodile mummies: Auckland Museum 'mummy, crocodile' 13061 (ethnology), DNZ 39611220",raw/digitalnz_results.json; newspaper hits are 19th-c. reports on Maabdeh crocodile pits etc. (not collection records),portals_world
2026-09-24,NZ,en,"DigitalNZ API (api.digitalnz.org/records.json, text search)",Sobek,"all DigitalNZ content partners (Auckland Museum, Te Papa, Canterbury Museum, Teece Museum, Puke Ariki, etc.)","18 hits (8 Papers Past newspaper articles); non-newspaper records 10; crocodile mummies: Auckland Museum 'mummy, crocodile' 13061 (ethnology), DNZ 39611220",raw/digitalnz_results.json; newspaper hits are 19th-c. reports on Maabdeh crocodile pits etc. (not collection records),portals_world
2026-09-24,NZ,en,"DigitalNZ API (api.digitalnz.org/records.json, text search)",crocodile mummies,"all DigitalNZ content partners (Auckland Museum, Te Papa, Canterbury Museum, Teece Museum, Puke Ariki, etc.)","138 hits (135 Papers Past newspaper articles); non-newspaper records 3; crocodile mummies: Auckland Museum 'mummy, crocodile' 13061 (ethnology), DNZ 39611220",raw/digitalnz_results.json; newspaper hits are 19th-c. reports on Maabdeh crocodile pits etc. (not collection records),portals_world
2026-09-24,NZ,en,"DigitalNZ API (api.digitalnz.org/records.json, text search)",animal mummy,"all DigitalNZ content partners (Auckland Museum, Te Papa, Canterbury Museum, Teece Museum, Puke Ariki, etc.)","1106 hits (1069 Papers Past newspaper articles); non-newspaper records 37; crocodile mummies: Auckland Museum 'mummy, crocodile' 13061 (ethnology), DNZ 39611220",raw/digitalnz_results.json; newspaper hits are 19th-c. reports on Maabdeh crocodile pits etc. (not collection records),portals_world
2026-09-24,NZ,en,"DigitalNZ API (api.digitalnz.org/records.json, text search)","mummy, crocodile","all DigitalNZ content partners (Auckland Museum, Te Papa, Canterbury Museum, Teece Museum, Puke Ariki, etc.)","138 hits (135 Papers Past newspaper articles); non-newspaper records 3; crocodile mummies: Auckland Museum 'mummy, crocodile' 13061 (ethnology), DNZ 39611220",raw/digitalnz_results.json; newspaper hits are 19th-c. reports on Maabdeh crocodile pits etc. (not collection records),portals_world
2026-09-24,NZ,en,"DigitalNZ API (api.digitalnz.org/records.json, text search)",crocodile,"all DigitalNZ content partners (Auckland Museum, Te Papa, Canterbury Museum, Teece Museum, Puke Ariki, etc.)","13460 hits (1396 Papers Past newspaper articles) (paging capped at 2000 results, not full); non-newspaper records 604; crocodile mummies: Auckland Museum 'mummy, crocodile' 13061 (ethnology), DNZ 39611220",raw/digitalnz_results.json; newspaper hits are 19th-c. reports on Maabdeh crocodile pits etc. (not collection records),portals_world
2026-09-24,AU,en,Museums Victoria Collections API (collections.museumsvictoria.com.au/api/search),crocodile mummy; mummified crocodile; crocodile; Sobek; animal mummy,Museums Victoria,HTTP 403 Cloudflare 'Just a moment' challenge for API (curl) and WebFetch,website search https://collections.museumsvictoria.com.au/search?query=crocodile+mummy also 403,portals_world
2026-09-24,NZ,en,Auckland Museum API / website,api.aucklandmuseum.com/search/collectionsonline/_search?q=crocodile(+mummy); record 563692 page; api.aucklandmuseum.com/id/humanhistory/object/563692,Auckland War Memorial Museum,HTTP 403 ('Too many requests' page) for API and web record; collection-api.aucklandmuseum.com Vernon Browser requires login; images on collection-api host load (200),record confirmed via DigitalNZ instead,portals_world
2026-09-24,NZ,en,Te Papa collections API (data.tepapa.govt.nz/collection/search),crocodile mummy,Museum of New Zealand Te Papa Tongarewa,HTTP 401 (API key required),covered via DigitalNZ,portals_world
2026-09-24,AU,en,Powerhouse (MAAS) API / collection website,api.maas.museum/graphql; collection.powerhouse.com.au/search?q=crocodile%20mummy,Powerhouse Museum,api.maas.museum: proxy CONNECT 502 (host unreachable); collection.powerhouse.com.au/search: HTTP 404,retry later via other endpoint,portals_world
2026-09-24,US,en,Smithsonian collections.si.edu website search,crocodile mummy,Smithsonian Institution,HTTP 403 ('Smithsonian site temporarily unavailable' bot challenge),used SI Open Access API and NMNH backend instead,portals_world
2026-09-24,US,en,Met website object pages,https://www.metmuseum.org/art/collection/search/570752,Metropolitan Museum of Art,HTTP 429 Vercel Security Checkpoint (curl and WebFetch),API data used,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),ワニ ミイラ,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","109 hits, 109 screened; crocodile mummies: Tokyo National Museum TJ-2390 '鰐木乃伊'",raw/japansearch_results.json,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),鰐 ミイラ,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","56 hits, 56 screened; crocodile mummies: Tokyo National Museum TJ-2390 '鰐木乃伊'",raw/japansearch_results.json,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),鰐木乃伊,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","1 hits, 1 screened; crocodile mummies: Tokyo National Museum TJ-2390 '鰐木乃伊'",raw/japansearch_results.json,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),ワニのミイラ,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","0 hits, 0 screened; crocodile mummies: none",raw/japansearch_results.json,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),クロコダイル ミイラ,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","55 hits, 55 screened; crocodile mummies: none",raw/japansearch_results.json,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),鰐 木乃伊,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","4 hits, 4 screened; crocodile mummies: Tokyo National Museum TJ-2390 '鰐木乃伊'",raw/japansearch_results.json,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),動物ミイラ,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","0 hits, 0 screened; crocodile mummies: none",raw/japansearch_results.json,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),セベク,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","68 hits, 68 screened; crocodile mummies: none",raw/japansearch_results.json,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),ソベク,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","56 hits, 56 screened; crocodile mummies: none",raw/japansearch_results.json,portals_world
2026-09-24,JP,en,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),crocodile mummy,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","5756 hits, 1000 screened (paging capped at 1000; english keywords match loosely, top 1000 screened); crocodile mummies: none",raw/japansearch_results.json,portals_world
2026-09-24,JP,en,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),mummified crocodile,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","9746 hits, 1000 screened (paging capped at 1000; english keywords match loosely, top 1000 screened); crocodile mummies: none",raw/japansearch_results.json,portals_world
2026-09-24,JP,ja,Japan Search cross-search API (jpsearch.go.jp/api/item/search/jps-cross),エジプト 鰐,"all Japan Search databases (ColBase/TNM, NDL, university museums, etc.)","12 hits, 12 screened; crocodile mummies: Tokyo National Museum TJ-2390 '鰐木乃伊'",raw/japansearch_results.json,portals_world
